Survey Year,Year,Site,Quad,Species,Live.Length,Live.Width,Live Cover,Notes
2,2021,FTL Deep,36,MDEC,15,7,105,
2,2021,Pompano,16,MCAV,15,1,15,
2,2021,Pompano,20,MSEN,15,15,225,
2,2021,Pompano,21,MCAV,15,13,195,
2,2021,Pompano,39,MDEC,15,8,120,
2,2021,Hillsboro,14,SINT,15,10,150,
2,2021,Hillsboro,19,MSEN,15,15,225,
2,2021,Hillsboro,29,EFAS,15,14,210,
2,2021,Hillsboro,33,MDEC,15,15,225,
2,2021,Hillsboro,38,SSID,15,12,180,
2,2021,Deerfield,23,MCAV,15,15,225,
2,2021,Deerfield,38,MDEC,15,7,105,
2,2021,Hollywood,1,MDEC,15,5,75,
3,2022,JUL Deep,8,MDEC,15,14,210,
3,2022,JUL Deep,11,SINT,15,12,180,
3,2022,JUL Deep,40,PAST,15,10,150,
3,2022,Pompano,1,MSEN,15,10,150,
3,2022,Pompano,4,MDEC,15,11,165,
3,2022,Pompano,20,MDEC,15,12,180,
3,2022,Pompano,21,MCAV,15,11,165,
3,2022,Pompano,26,MDEC,15,13,195,
3,2022,Pompano,35,MDEC,15,8,120,
3,2022,Deerfield,8,MCAV,15,14,210,
3,2022,Deerfield,15,MDEC,15,9,135,
3,2022,Deerfield,24,MDEC,15,6,90,
3,2022,Hillsboro,38,SSID,15,13,195,
3,2022,FTL Deep,4,MCAV,15,6,90,
3,2022,FTL Deep,8,MCAV,15,10,150,
3,2022,FTL Deep,10,SINT,15,13,195,
3,2022,FTL Deep,15,PAST,15,7,105,
3,2022,FTL Deep,25,SSID,15,6,90,
1,2019,DB2,3,PAST,14,11,154,
1,2019,DB3,17,SINT,14,12,168,
1,2019,DB3,27,PAST,14,3,42,
1,2019,FTL1,23,SINT,14,11,154,
1,2019,FTL4,26,MCAV,14,12,168,
1,2019,FTL4,26,MCAV,14,7,98,
1,2019,FTL5,18,PAST,14,9,126,
1,2019,FTL5,29,MCAV,14,12,168,
1,2019,FTL6,2,PAST,14,5,70,
1,2019,FTL6,7,AAGA,14,10,140,
1,2019,FTL6,15,AAGA,14,14,196,
1,2019,FTL6,31,SSID,14,6,84,
1,2019,HB2,20,PAST,14,8,112,
1,2019,HB2,20,SSID,14,10,140,
1,2019,HB3,6,MCAV,14,13,182,
1,2019,HB3,21,PAST,14,11,154,
1,2019,HB3,34,PAST,14,11,154,
1,2019,HB3,39,MCAV,14,4,56,
1,2019,HH2,6,SBOU,14,14,196,
1,2019,JUL_2,1,SSID,14,5,70,
1,2019,POMP1,13,PAST,14,12,168,
1,2019,POMP1,14,PPOR,14,8,112,
1,2019,POMP2,25,OFAV,14,6,84,
1,2019,POMP3,27,MDEC,14,8,112,
1,2019,POMP6,4,SSID,14,11,154,
2,2020,FTL3,21,MCAV,14,13,182,
2,2020,FTL4,9,MCAV,14,5,70,
2,2020,FTL4,17,ACER,14,14,196,
2,2020,FTL6,8,AAGA,14,10,140,
2,2020,FTL6,11,PAST,14,6,84,
2,2020,JUL_2,2,MDEC,14,7,98,
2,2020,POMP3,10,PAST,14,11,154,
2,2020,POMP3,34,PAST,14,11,154,
2,2020,POMP5,36,SINT,14,10,140,
3,2021,DB2,3,PAST,14,11,154,
3,2021,FTL4,12,ACER,14,7,98,
3,2021,FTL4,38,AAGA,14,7,98,
3,2021,FTL5,11,SSID,14,10,140,
3,2021,FTL5,29,MCAV,14,11,154,
3,2021,HB3,20,SINT,14,9,126,
3,2021,HB3,38,MDEC,14,11,154,
3,2021,JUL_2,3,PAST,14,7,98,
3,2021,JUL_2,18,PAST,14,13,182,
3,2021,JUL_2,27,MDEC,14,6,84,
3,2021,JUL_2,38,MDEC,14,8,112,
3,2021,JUL_8,21,PAST,14,10,140,
3,2021,POMP2,9,PAST,14,13,182,
3,2021,POMP2,16,PAST,14,14,196,
3,2021,POMP6,2,SINT,14,10,140,
1,2020,Pompano,14,MSEN,14,7,98,
1,2020,Pompano,26,MDEC,14,10,140,
1,2020,FTL Deep,33,SINT,14,13,182,
1,2020,FTL Deep,36,MDEC,14,9,126,
1,2020,FTL Deep,38,SINT,14,8,112,
1,2020,JUL Deep,31,PAST,14,12,168,
1,2020,JUL Deep,40,PAST,14,12,168,
1,2020,Hollywood,1,MDEC,14,5,70,
1,2020,Deerfield,15,MSEN,14,10,140,
1,2020,Deerfield,23,MCAV,14,12,168,
1,2020,Hillsboro,5,MMEA,14,10,140,
1,2020,Hillsboro,19,MSEN,14,7,98,
2,2021,JUL Deep,6,SSID,14,13,182,
2,2021,JUL Deep,34,MDEC,14,9,126,
2,2021,FTL Deep,8,MCAV,14,10,140,
2,2021,FTL Deep,12,SSID,14,13,182,
2,2021,FTL Deep,25,MDEC,14,4,56,
2,2021,Pompano,8,MDEC,14,10,140,
2,2021,Pompano,14,MSEN,14,7,98,
2,2021,Pompano,26,MDEC,14,12,168,
3,2022,Hollywood,1,MDEC,14,6,84,
3,2022,JUL Deep,38,PAST,14,5,70,
3,2022,Pompano,14,SINT,14,11,154,
3,2022,Deerfield,23,MCAV,14,13,182,
3,2022,Deerfield,25,MCAV,14,13,182,
3,2022,Deerfield,36,MCAV,14,13,182,
3,2022,Hillsboro,5,MMEA,14,11,154,
3,2022,Hillsboro,33,MDEC,14,12,168,
3,2022,FTL Deep,25,MDEC,14,10,140,
3,2022,FTL Deep,36,MDEC,14,7,98,
1,2019,FTL1,15,PAST,13,8,104,
1,2019,FTL4,26,MCAV,13,10,130,
1,2019,FTL5,24,MCAV,13,7,91,
1,2019,FTL6,27,AAGA,13,6,78,
1,2019,HB3,38,MDEC,13,10,130,
1,2019,JUL_2,27,MDEC,13,5,65,
1,2019,JUL_6,37,PAST,13,10,130,
1,2019,JUL_7,7,SSID,13,10,130,
1,2019,POMP1,15,SBOU,13,10,130,
1,2019,POMP3,6,PAST,13,10,130,
1,2019,POMP5,36,SINT,13,9,117,
1,2019,POMP6,23,PAST,13,13,169,
2,2020,DB2,13,PAST,13,10,130,
2,2020,FTL1,15,PAST,13,10,130,
2,2020,FTL2,20,SSID,13,10,130,
2,2020,FTL3,33,PAST,13,11,143,
2,2020,FTL3,36,MCAV,13,11,143,
2,2020,FTL4,16,MCAV,13,12,156,
2,2020,FTL4,24,MCAV,13,12,156,
2,2020,FTL4,38,AAGA,13,7,91,
2,2020,FTL5,15,SSID,13,5,65,
2,2020,FTL6,35,AAGA,13,7,91,
2,2020,HB3,3,PAST,13,11,143,
2,2020,JUL_2,3,MDEC,13,7,91,
2,2020,JUL_2,18,PAST,13,12,156,
2,2020,JUL_7,2,SINT,13,12,156,
2,2020,POMP1,18,PAST,13,12,156,
2,2020,POMP2,39,PAST,13,8,104,
2,2020,POMP3,15,MCAV,13,12,156,
2,2020,POMP3,19,PAST,13,10,130,
2,2020,POMP6,1,PAST,13,8,104,
3,2021,FTL1,30,AAGA,13,11,143,
3,2021,FTL2,20,SSID,13,10,130,
3,2021,FTL3,40,MCAV,13,11,143,
3,2021,FTL5,38,MCAV,13,29,377,
3,2021,FTL6,32,AAGA,13,4,52,
3,2021,FTL6,33,AAGA,13,9,117,
3,2021,HB2,13,MCAV,13,11,143,
3,2021,HB3,6,MCAV,13,13,169,
3,2021,HH2,6,SBOU,13,18,234,
3,2021,JUL_1,19,SSID,13,11,143,
3,2021,JUL_2,1,SSID,13,5,65,
3,2021,JUL_2,24,PAST,13,12,156,
3,2021,JUL_8,2,MCAV,13,12,156,
3,2021,POMP2,21,SSID,13,10,130,
3,2021,POMP3,19,PAST,13,13,169,
3,2021,POMP3,20,PAST,13,12,156,
3,2021,POMP5,36,SINT,13,11,143,
3,2021,POMP6,1,PAST,13,10,130,
1,2020,Pompano,32,MCAV,13,11,143,
1,2020,FTL Deep,10,SINT,13,10,130,
1,2020,FTL Deep,25,MDEC,13,8,104,
1,2020,FTL Deep,29,MDEC,13,10,130,
1,2020,JUL Deep,8,MDEC,13,12,156,
1,2020,Hillsboro,39,SSID,13,10,130,
2,2021,JUL Deep,14,MDEC,13,6,78,
2,2021,JUL Deep,35,PAST,13,10,130,
2,2021,JUL Deep,38,MDEC,13,3,39,
2,2021,FTL Deep,14,PAST,13,10,130,
2,2021,FTL Deep,25,PAST,13,9,117,
2,2021,FTL Deep,29,MDEC,13,10,130,
2,2021,FTL Deep,38,SINT,13,8,104,
2,2021,Pompano,14,SINT,13,11,143,
2,2021,Pompano,32,MCAV,13,10,130,
3,2022,JUL Deep,26,EFAS,13,8,104,
3,2022,JUL Deep,35,SSID,13,11,143,
3,2022,Pompano,32,MCAV,13,10,130,
3,2022,FTL Deep,12,SSID,13,9,117,
3,2022,FTL Deep,30,ALAM,13,3,39,
1,2019,DB2,13,PAST,12,9,108,
1,2019,DB2,35,SINT,12,9,108,
1,2019,FTL3,40,MCAV,12,10,120,
1,2019,FTL4,34,MCAV,12,6,72,
1,2019,FTL4,38,AAGA,12,9,108,
1,2019,FTL5,3,MCAV,12,10,120,
1,2019,FTL5,22,PAST,12,9,108,
1,2019,FTL6,12,AAGA,12,7,84,
1,2019,FTL6,15,AAGA,12,10,120,
1,2019,FTL6,15,AAGA,12,4,48,
1,2019,HB2,5,PAST,12,10,120,
1,2019,HB3,11,ALAM,12,10,120,
1,2019,HB3,20,PAST,12,9,108,
1,2019,HB3,26,MDEC,12,3,36,
1,2019,HB3,33,PAST,12,9,108,
1,2019,JUL_2,18,PAST,12,12,144,
1,2019,JUL_2,24,PAST,12,10,120,
1,2019,JUL_6,11,ACER,12,5,60,
1,2019,JUL_6,40,ACER,12,8,96,
1,2019,JUL_8,2,MCAV,12,10,120,
1,2019,POMP1,2,PAST,12,8,96,
1,2019,POMP1,11,PPOR,12,10,120,
1,2019,POMP1,32,PPOR,12,9,108,
1,2019,POMP2,16,SSID,12,10,120,
1,2019,POMP2,27,OFAV,12,10,120,
1,2019,POMP2,31,MCAV,12,8,96,
1,2019,POMP3,8,PAST,12,10,120,
1,2019,POMP3,10,PAST,12,12,144,
1,2019,POMP3,11,MDEC,12,10,120,
1,2019,POMP3,15,MCAV,12,12,144,
1,2019,POMP3,17,PAST,12,12,144,
1,2019,POMP3,36,MDEC,12,8,96,
1,2019,POMP6,4,OFAV,12,8,96,
2,2020,DB3,16,MCAV,12,6,72,
2,2020,FTL1,7,SSID,12,5,60,
2,2020,FTL1,30,AAGA,12,10,120,
2,2020,FTL1,33,PAST,12,11,132,
2,2020,FTL2,28,PAST,12,7,84,
2,2020,FTL3,18,SINT,12,10,120,
2,2020,FTL4,2,SINT,12,8,96,
2,2020,FTL4,16,MCAV,12,9,108,
2,2020,FTL4,19,AAGA,12,6,72,
2,2020,FTL4,24,MCAV,12,9,108,
2,2020,FTL5,3,MCAV,12,10,120,
2,2020,FTL6,27,AAGA,12,5,60,
2,2020,FTL6,32,SSID,12,4,48,
2,2020,HB2,20,PAST,12,10,120,
2,2020,HB3,1,PAST,12,8,96,
2,2020,HB3,20,SINT,12,10,120,
2,2020,JUL_2,24,PAST,12,12,144,
2,2020,JUL_6,31,PAST,12,2,24,
2,2020,JUL_6,37,PAST,12,8,96,
2,2020,JUL_6,40,ACER,12,7,84,
2,2020,POMP1,11,PAST,12,10,120,
2,2020,POMP1,13,PPOR,12,5,60,
2,2020,POMP1,14,PPOR,12,5,60,
2,2020,POMP1,15,PPOR,12,4,48,
2,2020,POMP2,9,PAST,12,11,132,
2,2020,POMP2,16,SSID,12,10,120,
2,2020,POMP2,21,SSID,12,6,72,
2,2020,POMP2,27,OFAV,12,5,60,
2,2020,POMP2,31,MCAV,12,7,84,
2,2020,POMP3,8,PAST,12,10,120,
2,2020,POMP3,9,PAST,12,3,36,
2,2020,POMP3,11,MDEC,12,10,120,
2,2020,POMP3,14,SSID,12,10,120,
2,2020,POMP3,19,MCAV,12,10,120,
2,2020,POMP3,20,MDEC,12,10,120,
2,2020,POMP3,35,PAST,12,9,108,
2,2020,POMP6,2,SINT,12,10,120,
3,2021,DB2,8,SINT,12,10,120,
3,2021,FTL1,33,PAST,12,10,10,
3,2021,FTL3,18,SINT,12,11,132,
3,2021,FTL3,33,PAST,12,9,108,
3,2021,FTL3,36,MCAV,12,11,132,
3,2021,FTL4,16,MCAV,12,8,96,
3,2021,FTL4,16,MCAV,12,12,144,
3,2021,FTL4,16,MCAV,12,10,120,
3,2021,FTL4,17,ACER,12,6,72,
3,2021,FTL5,37,MCAV,12,5,60,
3,2021,FTL6,20,PAST,12,7,84,
3,2021,FTL6,22,AAGA,12,10,120,
3,2021,FTL6,23,SSID,12,6,72,
3,2021,HB2,5,MCAV,12,11,132,
3,2021,HB2,20,PAST,12,7,84,
3,2021,HB3,1,PAST,12,8,96,
3,2021,HB3,18,SSID,12,8,96,
3,2021,HB3,20,SSID,12,9,108,
3,2021,HB3,20,PAST,12,10,120,
3,2021,HB3,38,SSID,12,2,24,
3,2021,JUL_6,39,PAST,12,5,60,
3,2021,JUL_7,2,SINT,12,8,96,
3,2021,JUL_7,7,PAST,12,7,84,
3,2021,JUL_7,18,PPOR,12,8,96,
3,2021,JUL_8,17,PAST,12,5,60,
3,2021,JUL_8,24,PAST,12,7,84,
3,2021,POMP2,1,MCAV,12,11,132,
3,2021,POMP2,16,SSID,12,9,108,
3,2021,POMP3,10,PAST,12,12,144,
3,2021,POMP3,15,MCAV,12,11,132,
3,2021,POMP3,19,MCAV,12,10,120,
3,2021,POMP3,21,PAST,12,10,120,
3,2021,POMP3,27,MDEC,12,6,72,
3,2021,POMP3,27,MDEC,12,10,120,
3,2021,POMP3,29,PAST,12,10,120,
3,2021,POMP3,34,MDEC,12,10,120,
3,2021,POMP5,6,SINT,12,11,132,
3,2021,POMP6,37,OFAV,12,10,120,
1,2020,Pompano,1,MSEN,12,7,84,
1,2020,Pompano,8,MDEC,12,12,144,
1,2020,Pompano,14,SINT,12,10,120,
1,2020,Pompano,14,MSEN,12,6,72,
1,2020,Pompano,21,MCAV,12,12,144,
1,2020,FTL Deep,9,MDEC,12,9,108,
1,2020,FTL Deep,12,SSID,12,5,60,
1,2020,JUL Deep,11,SINT,12,10,120,
1,2020,JUL Deep,31,PAST,12,9,108,
1,2020,Hollywood,2,SINT,12,6,72,
1,2020,Deerfield,24,MDEC,12,8,96,
1,2020,Deerfield,36,MDEC,12,8,96,
1,2020,Hillsboro,2,MSEN,12,5,60,
1,2020,Hillsboro,30,SINT,12,8,96,
2,2021,JUL Deep,35,SINT,12,10,120,
2,2021,JUL Deep,40,PAST,12,7,84,
2,2021,FTL Deep,9,MDEC,12,8,96,
2,2021,FTL Deep,17,MDEC,12,9,108,
2,2021,Pompano,10,SSID,12,7,84,
2,2021,Pompano,14,MSEN,12,8,96,
2,2021,Pompano,17,MDEC,12,8,96,
2,2021,Pompano,18,MSEN,12,8,96,
2,2021,Pompano,22,SSID,12,6,72,
2,2021,Hillsboro,4,MALI,12,12,144,
2,2021,Hillsboro,15,MCAV,12,9,108,
2,2021,Deerfield,3,SSID,12,8,96,
2,2021,Deerfield,16,MCAV,12,10,120,
2,2021,Hollywood,5,MCAV,12,6,72,
3,2022,Hollywood,5,MCAV,12,7,84,
3,2022,Hollywood,14,MMEA,12,8,96,
3,2022,Hollywood,38,MCAV,12,6,72,
3,2022,JUL Deep,11,EFAS,12,8,96,
3,2022,JUL Deep,14,MDEC,12,6,72,
3,2022,JUL Deep,24,MSEN,12,12,144,
3,2022,Pompano,9,MDEC,12,10,120,
3,2022,Pompano,18,MDEC,12,5,60,
3,2022,Pompano,24,PAST,12,11,132,
3,2022,Pompano,32,MDEC,12,5,60,
3,2022,Deerfield,28,MCAV,12,9,108,
3,2022,Deerfield,36,MDEC,12,8,96,
3,2022,Deerfield,38,MDEC,12,10,120,
3,2022,Hillsboro,15,MCAV,12,10,120,
3,2022,Hillsboro,34,MCAV,12,12,144,
3,2022,FTL Deep,4,MDEC,12,10,120,
3,2022,FTL Deep,33,MDEC,12,10,120,
3,2022,FTL Deep,35,MSEN,12,9,108,
1,2019,FTL1,30,AAGA,11,10,110,
1,2019,FTL1,33,PAST,11,10,110,
1,2019,FTL1,38,AAGA,11,6,66,
1,2019,FTL2,19,PAST,11,7,77,
1,2019,FTL2,20,SSID,11,10,110,
1,2019,FTL3,18,SINT,11,10,110,
1,2019,FTL3,21,MCAV,11,10,110,
1,2019,FTL3,33,PAST,11,9,99,
1,2019,FTL3,36,MCAV,11,10,110,
1,2019,JUL_2,40,PAST,11,5,55,
1,2019,POMP2,1,MCAV,11,9,99,
1,2019,POMP2,14,PAST,11,10,110,
1,2019,POMP3,1,PAST,11,5,55,
1,2019,POMP3,3,PAST,11,2,22,
1,2019,POMP3,14,SSID,11,11,121,
1,2019,POMP3,31,MDEC,11,8,88,
1,2019,POMP6,7,MCAV,11,6,66,
1,2019,POMP6,25,SINT,11,9,99,
2,2020,FTL1,35,PAST,11,11,121,
2,2020,FTL2,19,PAST,11,10,110,
2,2020,FTL3,34,PAST,11,8,88,
2,2020,FTL4,26,MCAV,11,3,33,
2,2020,FTL4,29,AAGA,11,8,88,
2,2020,FTL5,24,MCAV,11,6,66,
2,2020,FTL5,37,MCAV,11,3,33,
2,2020,FTL6,15,AAGA,11,10,110,
2,2020,FTL6,17,AAGA,11,5,55,
2,2020,FTL6,24,AAGA,11,7,77,
2,2020,HB3,1,MCAV,11,7,77,
2,2020,HB3,4,SSID,11,8,88,
2,2020,HB3,20,SSID,11,10,110,
2,2020,HB3,20,PAST,11,10,110,
2,2020,JUL_1,19,SSID,11,10,110,
2,2020,JUL_7,18,PPOR,11,6,66,
2,2020,JUL_8,17,PAST,11,10,110,
2,2020,POMP1,28,PPOR,11,6,66,
2,2020,POMP2,1,MCAV,11,10,110,
2,2020,POMP2,24,SSID,11,9,99,
2,2020,POMP3,3,PAST,11,10,110,
2,2020,POMP3,20,PAST,11,10,110,
2,2020,POMP3,27,MDEC,11,7,77,
2,2020,POMP6,4,SSID,11,5,55,
3,2021,DB2,29,PAST,11,10,110,
3,2021,FTL1,35,PAST,11,11,121,
3,2021,FTL2,15,PAST,11,11,121,
3,2021,FTL2,19,PAST,11,7,77,
3,2021,FTL2,28,PAST,11,9,99,
3,2021,FTL4,2,SINT,11,9,99,
3,2021,FTL4,29,AAGA,11,10,110,
3,2021,FTL4,30,AAGA,11,5,55,
3,2021,FTL5,3,MCAV,11,7,77,
3,2021,FTL5,18,PAST,11,10,110,
3,2021,FTL5,26,MCAV,11,8,88,
3,2021,FTL6,15,AAGA,11,6,66,
3,2021,FTL6,15,AAGA,11,8,88,
3,2021,FTL6,17,AAGA,11,5,55,
3,2021,FTL6,23,AAGA,11,6,66,
3,2021,FTL6,34,AAGA,11,8,88,
3,2021,HB2,3,SSID,11,6,66,
3,2021,JUL_1,8,MDEC,11,8,88,
3,2021,JUL_7,7,PAST,11,7,77,
3,2021,JUL_8,16,PAST,11,9,99,
3,2021,JUL_8,25,PAST,11,6,66,
3,2021,JUL_8,28,MCAV,11,7,77,
3,2021,POMP1,13,PAST,11,10,110,
3,2021,POMP2,20,SSID,11,10,110,
3,2021,POMP2,24,SSID,11,18,198,
3,2021,POMP2,31,MCAV,11,9,99,
3,2021,POMP3,9,MSEN,11,5,55,
3,2021,POMP3,10,SSID,11,7,77,
3,2021,POMP3,16,SSID,11,10,110,
3,2021,POMP6,4,SSID,11,5,55,
3,2021,POMP6,7,MCAV,11,5,55,
3,2021,POMP6,23,SSID,11,9,99,
3,2021,POMP6,25,SINT,11,10,110,
1,2020,Pompano,1,MSEN,11,8,88,
1,2020,Pompano,3,MCAV,11,4,44,
1,2020,Pompano,19,MCAV,11,5,55,
1,2020,Pompano,31,MSEN,11,6,66,
1,2020,Pompano,36,MDEC,11,10,110,
1,2020,FTL Deep,17,MDEC,11,7,77,
1,2020,FTL Deep,25,PAST,11,8,88,
1,2020,FTL Deep,30,MDEC,11,5,55,
1,2020,FTL Deep,37,MCAV,11,11,121,
1,2020,FTL Deep,38,MSEN,11,10,110,
1,2020,JUL Deep,11,PAST,11,8,88,
1,2020,JUL Deep,20,SINT,11,10,110,
1,2020,JUL Deep,23,SSID,11,9,99,
1,2020,JUL Deep,24,MSEN,11,10,110,
1,2020,JUL Deep,26,EFAS,11,6,66,
1,2020,JUL Deep,28,MDEC,11,5,55,
1,2020,JUL Deep,28,PAST,11,9,99,
1,2020,JUL Deep,35,SSID,11,10,110,
1,2020,Hollywood,2,MDEC,11,3,33,
1,2020,Deerfield,36,MCAV,11,10,110,
1,2020,Hillsboro,20,MDEC,11,7,77,
2,2021,JUL Deep,11,PAST,11,10,110,
2,2021,JUL Deep,12,MDEC,11,7,77,
2,2021,JUL Deep,15,PAST,11,9,99,
2,2021,JUL Deep,23,SSID,11,10,110,
2,2021,JUL Deep,28,PAST,11,8,88,
2,2021,JUL Deep,32,SINT,11,8,88,
2,2021,FTL Deep,25,OFRA,11,6,66,
2,2021,Hillsboro,1,SSID,11,8,88,
2,2021,Hillsboro,5,MMEA,11,9,99,
2,2021,Hillsboro,19,MDEC,11,8,88,
2,2021,Deerfield,5,MDEC,11,8,88,
2,2021,Deerfield,14,MCAV,11,7,77,
3,2022,JUL Deep,12,MDEC,11,10,110,
3,2022,Pompano,17,MDEC,11,9,99,
3,2022,Deerfield,14,MCAV,11,7,77,
3,2022,Hillsboro,1,SSID,11,10,110,
3,2022,Hillsboro,14,SINT,11,5,55,
3,2022,Hillsboro,30,SINT,11,10,110,
3,2022,FTL Deep,12,MDEC,11,5,55,
1,2019,DB2,3,MCAV,10,10,100,
1,2019,DB2,29,PAST,10,8,80,
1,2019,DB2,35,MCAV,10,7,70,
1,2019,DB3,16,MCAV,10,5,50,
1,2019,DB3,22,SSID,10,5,50,
1,2019,DB3,39,SSID,10,6,60,
1,2019,FTL1,18,PAST,10,4,40,
1,2019,FTL1,19,PAST,10,6,60,
1,2019,FTL1,37,SSID,10,3,30,
1,2019,FTL4,2,SINT,10,7,70,
1,2019,FTL4,4,PAST,10,6,60,
1,2019,FTL4,16,ACER,10,5,50,
1,2019,FTL4,36,SINT,10,8,80,
1,2019,FTL4,39,AAGA,10,7,70,
1,2019,FTL5,11,SSID,10,10,100,
1,2019,FTL5,15,SSID,10,5,50,
1,2019,FTL5,18,PAST,10,8,80,
1,2019,FTL6,8,AAGA,10,7,70,
1,2019,FTL6,8,AAGA,10,7,70,
1,2019,FTL6,8,AAGA,10,4,40,
1,2019,FTL6,10,PAST,10,6,60,
1,2019,FTL6,13,AAGA,10,6,60,
1,2019,FTL6,16,AAGA,10,8,80,
1,2019,FTL6,16,AAGA,10,7,70,
1,2019,FTL6,17,AAGA,10,6,60,
1,2019,FTL6,20,PAST,10,6,60,
1,2019,FTL6,23,AAGA,10,8,80,
1,2019,FTL6,23,AAGA,10,4,40,
1,2019,FTL6,24,AAGA,10,5,50,
1,2019,FTL6,24,AAGA,10,8,80,
1,2019,FTL6,28,AAGA,10,5,50,
1,2019,FTL6,34,AAGA,10,10,100,
1,2019,HB2,6,SSID,10,8,80,
1,2019,HB2,8,PSTR,10,5,50,
1,2019,HB3,1,MDEC,10,8,80,
1,2019,HB3,1,MCAV,10,8,80,
1,2019,HB3,3,PAST,10,8,80,
1,2019,HB3,3,SSID,10,8,80,
1,2019,HB3,4,SSID,10,7,70,
1,2019,HB3,9,SSID,10,5,50,
1,2019,HB3,10,PAST,10,5,50,
1,2019,HB3,15,PAST,10,8,80,
1,2019,HB3,18,PAST,10,10,100,
1,2019,HB3,20,SSID,10,10,100,
1,2019,JUL_1,5,SINT,10,10,100,
1,2019,JUL_1,20,SINT,10,7,70,
1,2019,JUL_6,3,ACER,10,5,50,
1,2019,JUL_6,31,PAST,10,4,40,
1,2019,JUL_7,2,SINT,10,8,80,
1,2019,JUL_7,18,PPOR,10,7,70,
1,2019,JUL_7,36,PAST,10,8,80,
1,2019,JUL_8,13,PAST,10,5,50,
1,2019,JUL_8,17,PAST,10,7,70,
1,2019,JUL_8,24,MCAV,10,8,80,
1,2019,JUL_8,25,PAST,10,7,70,
1,2019,JUL_8,40,SINT,10,6,60,
1,2019,POMP1,10,PAST,10,10,100,
1,2019,POMP1,11,PAST,10,9,90,
1,2019,POMP1,14,PPOR,10,10,100,
1,2019,POMP1,14,PPOR,10,4,40,
1,2019,POMP1,18,PAST,10,10,100,
1,2019,POMP1,28,PPOR,10,5,50,
1,2019,POMP2,9,PAST,10,9,90,
1,2019,POMP2,29,PAST,10,5,50,
1,2019,POMP2,37,PAST,10,8,80,
1,2019,POMP3,4,PAST,10,3,30,
1,2019,POMP3,7,MCAV,10,7,70,
1,2019,POMP3,7,SSID,10,10,100,
1,2019,POMP3,9,MALI,10,9,90,
1,2019,POMP3,9,MDEC,10,5,50,
1,2019,POMP3,10,MDEC,10,8,80,
1,2019,POMP3,10,SSID,10,10,100,
1,2019,POMP3,14,PAST,10,9,90,
1,2019,POMP3,19,MCAV,10,8,80,
1,2019,POMP3,19,PAST,10,10,100,
1,2019,POMP3,20,SSID,10,7,70,
1,2019,POMP3,21,PAST,10,2,20,
1,2019,POMP3,24,PAST,10,10,100,
1,2019,POMP3,27,MDEC,10,7,70,
1,2019,POMP5,6,SINT,10,5,50,
1,2019,POMP6,1,PAST,10,8,80,
1,2019,POMP6,4,OFAV,10,5,50,
1,2019,POMP6,23,SSID,10,6,60,
1,2019,POMP6,37,OFAV,10,7,70,
2,2020,DB2,29,PAST,10,10,100,
2,2020,FTL1,18,PAST,10,5,50,
2,2020,FTL1,19,PAST,10,3,30,
2,2020,FTL1,38,AAGA,10,9,90,
2,2020,FTL2,15,PAST,10,10,100,
2,2020,FTL2,26,SINT,10,8,80,
2,2020,FTL2,32,MCAV,10,8,80,
2,2020,FTL4,39,AAGA,10,9,90,
2,2020,FTL5,11,SSID,10,10,100,
2,2020,FTL5,18,PAST,10,8,80,
2,2020,FTL5,22,PAST,10,8,80,
2,2020,FTL5,25,MCAV,10,8,80,
2,2020,FTL6,2,PAST,10,2,20,
2,2020,FTL6,10,PAST,10,4,40,
2,2020,FTL6,15,AAGA,10,10,100,
2,2020,FTL6,15,AAGA,10,10,100,
2,2020,FTL6,15,AAGA,10,10,100,
2,2020,FTL6,15,AAGA,10,10,100,
2,2020,FTL6,16,AAGA,10,10,100,
2,2020,FTL6,16,AAGA,10,10,100,
2,2020,FTL6,20,PAST,10,6,60,
2,2020,FTL6,23,PAST,10,10,100,
2,2020,HB2,3,SSID,10,10,100,
2,2020,HB2,8,PSTR,10,7,70,
2,2020,HB2,23,PAST,10,9,90,
2,2020,HB3,1,MDEC,10,10,100,
2,2020,HB3,9,SSID,10,6,60,
2,2020,HB3,10,PAST,10,7,70,
2,2020,HB3,11,ALAM,10,7,70,
2,2020,HB3,18,PAST,10,9,90,
2,2020,HB3,21,AAGA,10,10,100,
2,2020,HB3,24,PAST,10,3,30,
2,2020,HB3,29,DSTO,10,9,90,
2,2020,HB3,37,SINT,10,7,70,
2,2020,HB3,37,MDEC,10,5,50,
2,2020,HB3,37,PAST,10,10,100,
2,2020,JUL_1,20,SINT,10,7,70,
2,2020,JUL_2,4,SINT,10,10,100,
2,2020,JUL_2,11,MDEC,10,5,50,
2,2020,JUL_2,19,MDEC,10,4,40,
2,2020,JUL_6,30,PAST,10,3,30,
2,2020,JUL_7,7,PAST,10,6,60,
2,2020,JUL_7,13,PAST,10,8,80,
2,2020,JUL_8,13,PAST,10,7,70,
2,2020,JUL_8,16,AAGA,10,7,70,
2,2020,JUL_8,24,SSID,10,8,80,
2,2020,JUL_8,25,PAST,10,7,70,
2,2020,JUL_8,28,MCAV,10,7,70,
2,2020,JUL_8,40,SINT,10,7,70,
2,2020,POMP1,29,PPOR,10,4,40,
2,2020,POMP2,14,OFAV,10,4,40,
2,2020,POMP2,17,SINT,10,7,70,
2,2020,POMP2,29,PAST,10,6,60,
